id,NAME,Address,District,Test Type,geometry,FullAddress
454,Maria Hospital,Maria Hospital  K P Road  Adoor  Pathanamthitta,Pathanamthitta,ANTIGEN,POINT(76.780336 9.272686),Maria Hospital  K P Road  Adoor  Pathanamthitta  Pathanamthitta
454,Maria Hospital,Maria Hospital  K P Road  Adoor  Pathanamthitta,Pathanamthitta,ANTIGEN,POINT(76.780336 9.272686),Maria Hospital  K P Road  Adoor  Pathanamthitta  Pathanamthitta
455,Microlab Scans&Diagnostics,Microlab Scans&Diagnostics  M Square Buliding  Opposite Chitra Hospital Pandalam,Pathanamthitta,ANTIGEN,POINT(76.714391 9.221539),Microlab Scans&Diagnostics  M Square Buliding  Opposite Chitra Hospital Pandalam  Pathanamthitta
455,Microlab Scans&Diagnostics,Microlab Scans&Diagnostics  M Square Buliding  Opposite Chitra Hospital Pandalam,Pathanamthitta,ANTIGEN,POINT(76.714391 9.221539),Microlab Scans&Diagnostics  M Square Buliding  Opposite Chitra Hospital Pandalam  Pathanamthitta
456,Emirates Medical Diagnostic Centre,Emirates Medical Diagnostic Centre  Near Govt Hospital  Mavelikkara  Alappuzha,Malappuram,ANTIGEN,POINT( 76.5481583 9.2541111 ),Emirates Medical Diagnostic Centre  Near Govt Hospital  Mavelikkara  Alappuzha
457,Sudharma Specialty Laboratory,Sudharma Specialty Laboratory  City Plaza  Near Manalimmal Bus stand  Wandoor,Malappuram,ANTIGEN,POINT(76.135645 11.131854),Sudharma Specialty Laboratory  City Plaza  Near Manalimmal Bus stand  Wandoor  Malappuram
457,Sudharma Specialty Laboratory,Sudharma Specialty Laboratory  City Plaza  Near Manalimmal Bus stand  Wandoor,Malappuram,ANTIGEN,POINT(76.135645 11.131854),Sudharma Specialty Laboratory  City Plaza  Near Manalimmal Bus stand  Wandoor  Malappuram
458,Anamaya Medical Institute,Anamaya Medical Institute  Payyanur,Alappuzha,ANTIGEN,POINT( 75.2089611 12.1197389 ),Anamaya Medical Institute  Payyanur
459,Palakkad Institute of Medical Sciences,Palakkad Institute of Medical Sciences  Walayar  Palakkad,Palakkad,ANTIGEN,POINT(76.818454 10.801866),Palakkad Institute of Medical Sciences  Walayar  Palakkad  Palakkad
459,Palakkad Institute of Medical Sciences,Palakkad Institute of Medical Sciences  Walayar  Palakkad,Palakkad,ANTIGEN,POINT(76.818454 10.801866),Palakkad Institute of Medical Sciences  Walayar  Palakkad  Palakkad
460,Neethi Plus Laboratory and Diagnostic Centre,Neethi Plus Laboratory and Diagnostic Centre  Pattarnadakavu  Malappuram,Malappuram,ANTIGEN,POINT(76.232619 10.97501),Neethi Plus Laboratory and Diagnostic Centre  Pattarnadakavu  Malappuram  Malappuram
460,Neethi Plus Laboratory and Diagnostic Centre,Neethi Plus Laboratory and Diagnostic Centre  Pattarnadakavu  Malappuram,Malappuram,ANTIGEN,POINT(76.232619 10.97501),Neethi Plus Laboratory and Diagnostic Centre  Pattarnadakavu  Malappuram  Malappuram
461,E.K.NAYANAR MEMORIAL NEETHI MEDICAL CENTRE,E.K.NAYANAR MEMORIAL NEETHI MEDICAL CENTRE  NEETHI TOWER  HOSPITAL ROAD  MANNARKKAD,Palakkad,ANTIGEN,POINT(76.661554 10.736696),E.K.NAYANAR MEMORIAL NEETHI MEDICAL CENTRE  NEETHI TOWER  HOSPITAL ROAD  MANNARKKAD  Palakkad
461,E.K.NAYANAR MEMORIAL NEETHI MEDICAL CENTRE,E.K.NAYANAR MEMORIAL NEETHI MEDICAL CENTRE  NEETHI TOWER  HOSPITAL ROAD  MANNARKKAD,Palakkad,ANTIGEN,POINT(76.661554 10.736696),E.K.NAYANAR MEMORIAL NEETHI MEDICAL CENTRE  NEETHI TOWER  HOSPITAL ROAD  MANNARKKAD  Palakkad
462,Dianova Laboratories,Dianova Laboratories  ABG Complex Pazhaya Road  Medical College  Trivandrum,Thiruvananthapuram,ANTIGEN,POINT(77.045034 8.589699),Dianova Laboratories  ABG Complex Pazhaya Road  Medical College  Trivandrum  Thiruvananthapuram
462,Dianova Laboratories,Dianova Laboratories  ABG Complex Pazhaya Road  Medical College  Trivandrum,Thiruvananthapuram,ANTIGEN,POINT(77.045034 8.589699),Dianova Laboratories  ABG Complex Pazhaya Road  Medical College  Trivandrum  Thiruvananthapuram
463,Labcare Diagnostic Centre,Labcare Diagnostic Centre  V P Tower  Near Christian Mission Hospital Up Hill  Malappuram,Malappuram,ANTIGEN,POINT(82.761491 26.801868),Labcare Diagnostic Centre  V P Tower  Near Christian Mission Hospital Up Hill  Malappuram  Malappuram
463,Labcare Diagnostic Centre,Labcare Diagnostic Centre  V P Tower  Near Christian Mission Hospital Up Hill  Malappuram,Malappuram,ANTIGEN,POINT(82.761491 26.801868),Labcare Diagnostic Centre  V P Tower  Near Christian Mission Hospital Up Hill  Malappuram  Malappuram
464,Assisi Mission Hospital,Assisi Mission Hospital  Parappukara P.O   Thrissur,Thrissur,ANTIGEN,POINT(76.269133 10.449388),Assisi Mission Hospital  Parappukara P.O   Thrissur  Thrissur
464,Assisi Mission Hospital,Assisi Mission Hospital  Parappukara P.O   Thrissur,Thrissur,ANTIGEN,POINT(76.269133 10.449388),Assisi Mission Hospital  Parappukara P.O   Thrissur  Thrissur
465,ATREYA HOSPITAL,ATREYA HOSPITAL  a unit of DMRI Guruvayoor Road   Near Pipeline Jn  Eastfort   Thrissur,Thrissur,ANTIGEN,POINT(76.269133 10.449388),ATREYA HOSPITAL  a unit of DMRI Guruvayoor Road   Near Pipeline Jn  Eastfort   Thrissur  Thrissur
465,ATREYA HOSPITAL,ATREYA HOSPITAL  a unit of DMRI Guruvayoor Road   Near Pipeline Jn  Eastfort   Thrissur,Thrissur,ANTIGEN,POINT(76.269133 10.449388),ATREYA HOSPITAL  a unit of DMRI Guruvayoor Road   Near Pipeline Jn  Eastfort   Thrissur  Thrissur
466,Sahakarana Medical Lab,Sahakarana Medical Lab  Run By Nadakkuthazha Service Co-Operative Bank  Near Dist Gov: Hospital  Vadakara,Kozhikode,ANTIGEN,POINT(75.597216 11.59814),Sahakarana Medical Lab  Run By Nadakkuthazha Service Co-Operative Bank  Near Dist Gov: Hospital  Vadakara  Kozhikode
466,Sahakarana Medical Lab,Sahakarana Medical Lab  Run By Nadakkuthazha Service Co-Operative Bank  Near Dist Gov: Hospital  Vadakara,Kozhikode,ANTIGEN,POINT(75.597216 11.59814),Sahakarana Medical Lab  Run By Nadakkuthazha Service Co-Operative Bank  Near Dist Gov: Hospital  Vadakara  Kozhikode
467,CLINICAL DIAGNOSTIC&RESEARCH CENTRE,CLINICAL DIAGNOSTIC&RESEARCH CENTRE  RAUNAK BHAVAN  CDRC BUILDING MANACAUD THIRUVANANTHAPURAM,Thiruvananthapuram,ANTIGEN,POINT(78.134297 13.127206),CLINICAL DIAGNOSTIC&RESEARCH CENTRE  RAUNAK BHAVAN  CDRC BUILDING MANACAUD THIRUVANANTHAPURAM  Thiruvananthapuram
467,CLINICAL DIAGNOSTIC&RESEARCH CENTRE,CLINICAL DIAGNOSTIC&RESEARCH CENTRE  RAUNAK BHAVAN  CDRC BUILDING MANACAUD THIRUVANANTHAPURAM,Thiruvananthapuram,ANTIGEN,POINT(78.134297 13.127206),CLINICAL DIAGNOSTIC&RESEARCH CENTRE  RAUNAK BHAVAN  CDRC BUILDING MANACAUD THIRUVANANTHAPURAM  Thiruvananthapuram
468,Karthiayani Nursing Home,Karthiayani Nursing Home  Patturaikkal  Thrissur,Thrissur,ANTIGEN,POINT(76.211968 10.535671),Karthiayani Nursing Home  Patturaikkal  Thrissur  Thrissur
468,Karthiayani Nursing Home,Karthiayani Nursing Home  Patturaikkal  Thrissur,Thrissur,ANTIGEN,POINT(76.211968 10.535671),Karthiayani Nursing Home  Patturaikkal  Thrissur  Thrissur
469,Malabar Diagnostic Centre,Malabar Diagnostic Centre  MM Towers  Perinthalmanna Road  Valanchery  Malappuram,Malappuram,ANTIGEN,POINT(76.005019 11.004008),Malabar Diagnostic Centre  MM Towers  Perinthalmanna Road  Valanchery  Malappuram  Malappuram
469,Malabar Diagnostic Centre,Malabar Diagnostic Centre  MM Towers  Perinthalmanna Road  Valanchery  Malappuram,Malappuram,ANTIGEN,POINT(76.005019 11.004008),Malabar Diagnostic Centre  MM Towers  Perinthalmanna Road  Valanchery  Malappuram  Malappuram
470,B R Hospital and Research Centre,B R Hospital and Research Centre  Nedungolam P O   Kollam,Kollam,ANTIGEN,POINT(76.852017 8.980748),B R Hospital and Research Centre  Nedungolam P O   Kollam  Kollam
470,B R Hospital and Research Centre,B R Hospital and Research Centre  Nedungolam P O   Kollam,Kollam,ANTIGEN,POINT(76.852017 8.980748),B R Hospital and Research Centre  Nedungolam P O   Kollam  Kollam
471,Janamythri Lab,Janamythri Lab  Malabar Shopping Mall  Nilambur  Near Government Model UP School  Malappuram ,Malappuram,ANTIGEN,POINT(76.119983 11.121073),Janamythri Lab  Malabar Shopping Mall  Nilambur  Near Government Model UP School  Malappuram   Malappuram
471,Janamythri Lab,Janamythri Lab  Malabar Shopping Mall  Nilambur  Near Government Model UP School  Malappuram ,Malappuram,ANTIGEN,POINT(76.119983 11.121073),Janamythri Lab  Malabar Shopping Mall  Nilambur  Near Government Model UP School  Malappuram   Malappuram
472,Areekkara Medical Laboratory,Areekkara Medical Laboratory  Near Govt Taluk Hospital  Kuttiady  Kozhikode,Kannur,ANTIGEN,POINT( 75.7494000 11.6553861 ),Areekkara Medical Laboratory  Near Govt Taluk Hospital  Kuttiady  Kozhikode
473,Nucleus Health Care Laboratory,Nucleus Health Care Laboratory   Opp. Govt Hospital  Irikkur P.O   Kannur,Kannur,ANTIGEN,POINT(75.371959 11.883454),Nucleus Health Care Laboratory   Opp. Govt Hospital  Irikkur P.O   Kannur  Kannur
473,Nucleus Health Care Laboratory,Nucleus Health Care Laboratory   Opp. Govt Hospital  Irikkur P.O   Kannur,Kannur,ANTIGEN,POINT(75.371959 11.883454),Nucleus Health Care Laboratory   Opp. Govt Hospital  Irikkur P.O   Kannur  Kannur
474,Gouri Sankar Nursing Home,Gouri Sankar Nursing Home  xx 633A 663 B Arakulam Road  Methala  Thrissur ,Thrissur,ANTIGEN,POINT(76.196634 10.737253),Gouri Sankar Nursing Home  xx 633A 663 B Arakulam Road  Methala  Thrissur   Thrissur
474,Gouri Sankar Nursing Home,Gouri Sankar Nursing Home  xx 633A 663 B Arakulam Road  Methala  Thrissur ,Thrissur,ANTIGEN,POINT(76.196634 10.737253),Gouri Sankar Nursing Home  xx 633A 663 B Arakulam Road  Methala  Thrissur   Thrissur
475,DDRC SRL Diagnostic Centre,DDRC SRL Diagnostic Centre  Kavitha Tower Arakkuzha Road Muvattupuzha  Ernakulam,Kozhikode,ANTIGEN,POINT( 76.5792389 9.9784000 ),DDRC SRL Diagnostic Centre  Kavitha Tower Arakkuzha Road Muvattupuzha  Ernakulam
476,Santhinikethan Hospital,Santhinikethan Hospital  3/461  Ponkunnam  Ponkunnam-P.O ,Kottayam,ANTIGEN,POINT(76.529574 9.588253),Santhinikethan Hospital  3/461  Ponkunnam  Ponkunnam-P.O   Kottayam
476,Santhinikethan Hospital,Santhinikethan Hospital  3/461  Ponkunnam  Ponkunnam-P.O ,Kottayam,ANTIGEN,POINT(76.529574 9.588253),Santhinikethan Hospital  3/461  Ponkunnam  Ponkunnam-P.O   Kottayam
477,ATLAS LABORATORY(A Unit of Paramountcy Research & Diagnostics PVT Ltd,ATLAS LABORATORY(A Unit of Paramountcy Research & Diagnostics PVT Ltd  OPP to Sree Ramakrishna Hospital  Sasthamanagalam  Thiruvananthapuram,Ernakulam,ANTIGEN,POINT( 38.4872056 4.2564361 ),ATLAS LABORATORY(A Unit of Paramountcy Research & Diagnostics PVT Ltd  OPP to Sree Ramakrishna Hospital  Sasthamanagalam  Thiruvananthapuram
478,SUNRISE HOSPITAL PVT LTD,SUNRISE HOSPITAL PVT LTD  unit :Arafa Hospital  CHANGARAMKULAM  NANNAMUKKU (PO,Malappuram,ANTIGEN,POINT(76.121667 11.117237),SUNRISE HOSPITAL PVT LTD  unit :Arafa Hospital  CHANGARAMKULAM  NANNAMUKKU (PO  Malappuram
478,SUNRISE HOSPITAL PVT LTD,SUNRISE HOSPITAL PVT LTD  unit :Arafa Hospital  CHANGARAMKULAM  NANNAMUKKU (PO,Malappuram,ANTIGEN,POINT(76.121667 11.117237),SUNRISE HOSPITAL PVT LTD  unit :Arafa Hospital  CHANGARAMKULAM  NANNAMUKKU (PO  Malappuram
479,Hearts Malabar Super Speciality Hospital,Hearts Malabar Super Speciality Hospital  Near Mathrubhumi  Cherussola P O  Palathara  Malappuram ,Malappuram,ANTIGEN,POINT(76.054542 11.158739),Hearts Malabar Super Speciality Hospital  Near Mathrubhumi  Cherussola P O  Palathara  Malappuram   Malappuram
479,Hearts Malabar Super Speciality Hospital,Hearts Malabar Super Speciality Hospital  Near Mathrubhumi  Cherussola P O  Palathara  Malappuram ,Malappuram,ANTIGEN,POINT(76.054542 11.158739),Hearts Malabar Super Speciality Hospital  Near Mathrubhumi  Cherussola P O  Palathara  Malappuram   Malappuram
480,Mangaly Medical Centre,Mangaly Medical Centre  Near St Thomas School  Olavakode- Dhoni Road   Kallekulangara  Palakkad,Palakkad,ANTIGEN,POINT(76.654783 10.774862),Mangaly Medical Centre  Near St Thomas School  Olavakode- Dhoni Road   Kallekulangara  Palakkad  Palakkad
480,Mangaly Medical Centre,Mangaly Medical Centre  Near St Thomas School  Olavakode- Dhoni Road   Kallekulangara  Palakkad,Palakkad,ANTIGEN,POINT(76.654783 10.774862),Mangaly Medical Centre  Near St Thomas School  Olavakode- Dhoni Road   Kallekulangara  Palakkad  Palakkad
481,Mercy Nursing Home,Mercy Nursing Home  Karukachal  Kottayam,Kottayam,ANTIGEN,POINT(76.6402345 9.5041279),Mercy Nursing Home  Karukachal  Kottayam  Kottayam
481,Mercy Nursing Home,Mercy Nursing Home  Karukachal  Kottayam,Kottayam,ANTIGEN,POINT(76.6402345 9.5041279),Mercy Nursing Home  Karukachal  Kottayam  Kottayam
482,Metropolis Lab,Metropolis Lab  PVS Hospital  Calicut.,Kozhikode,ANTIGEN,POINT(75.780614 11.268908),Metropolis Lab  PVS Hospital  Calicut.  Kozhikode
482,Metropolis Lab,Metropolis Lab  PVS Hospital  Calicut.,Kozhikode,ANTIGEN,POINT(75.780614 11.268908),Metropolis Lab  PVS Hospital  Calicut.  Kozhikode
483,ATLAS Diagnostics & Imaging Centre (A Unit of Paramountcy Research & Diagnostics PVT Ltd,ATLAS Diagnostics & Imaging Centre (A Unit of Paramountcy Research & Diagnostics PVT Ltd  Karthika Arcade  Opp Taluk Hospital  Karunagapally,Thiruvananthapuram,ANTIGEN,POINT( 76.5349917 9.0643972 ),ATLAS Diagnostics & Imaging Centre (A Unit of Paramountcy Research & Diagnostics PVT Ltd  Karthika Arcade  Opp Taluk Hospital  Karunagapally
484,DDRC SRL Diagnostics Services PVT.LTD,DDRC SRL Diagnostics Services PVT.LTD  Sreekumar Building   Puthiyadam Temple Road  Kayamkulam   Alappuzha,Alappuzha,ANTIGEN,POINT(76.619262 9.324122),DDRC SRL Diagnostics Services PVT.LTD  Sreekumar Building   Puthiyadam Temple Road  Kayamkulam   Alappuzha  Alappuzha
484,DDRC SRL Diagnostics Services PVT.LTD,DDRC SRL Diagnostics Services PVT.LTD  Sreekumar Building   Puthiyadam Temple Road  Kayamkulam   Alappuzha,Alappuzha,ANTIGEN,POINT(76.619262 9.324122),DDRC SRL Diagnostics Services PVT.LTD  Sreekumar Building   Puthiyadam Temple Road  Kayamkulam   Alappuzha  Alappuzha
485,DDRC SRL Diagnostics Services PVT.LTD,DDRC SRL Diagnostics Services PVT.LTD  Mattappallil J J complex Opposite Anchal Hospital  Anchal,Kollam,ANTIGEN,POINT(76.910954 8.924206),DDRC SRL Diagnostics Services PVT.LTD  Mattappallil J J complex Opposite Anchal Hospital  Anchal  Kollam
485,DDRC SRL Diagnostics Services PVT.LTD,DDRC SRL Diagnostics Services PVT.LTD  Mattappallil J J complex Opposite Anchal Hospital  Anchal,Kollam,ANTIGEN,POINT(76.910954 8.924206),DDRC SRL Diagnostics Services PVT.LTD  Mattappallil J J complex Opposite Anchal Hospital  Anchal  Kollam
486,Metro SpecialtyHormone Laboratory,Metro SpecialtyHormone Laboratory  Opp Medical College Main Gate  Medical College Main Road,Malappuram,ANTIGEN,POINT(76.348544 10.884771),Metro SpecialtyHormone Laboratory  Opp Medical College Main Gate  Medical College Main Road  Malappuram
486,Metro SpecialtyHormone Laboratory,Metro SpecialtyHormone Laboratory  Opp Medical College Main Gate  Medical College Main Road,Malappuram,ANTIGEN,POINT(76.348544 10.884771),Metro SpecialtyHormone Laboratory  Opp Medical College Main Gate  Medical College Main Road  Malappuram
487,Sudharma Specialty Laboratory,Sudharma Specialty Laboratory  Amina Tower  Near district hospital  ottupara  Wadakkanchery,Thrissur,ANTIGEN,POINT(76.146442 10.340894),Sudharma Specialty Laboratory  Amina Tower  Near district hospital  ottupara  Wadakkanchery  Thrissur
487,Sudharma Specialty Laboratory,Sudharma Specialty Laboratory  Amina Tower  Near district hospital  ottupara  Wadakkanchery,Thrissur,ANTIGEN,POINT(76.146442 10.340894),Sudharma Specialty Laboratory  Amina Tower  Near district hospital  ottupara  Wadakkanchery  Thrissur
488,Silverline Hospital,Silverline Hospital  K P Vallon Road  Kadavanthra  Kochi,Ernakulam,ANTIGEN,POINT(76.332486 9.956297),Silverline Hospital  K P Vallon Road  Kadavanthra  Kochi  Ernakulam
488,Silverline Hospital,Silverline Hospital  K P Vallon Road  Kadavanthra  Kochi,Ernakulam,ANTIGEN,POINT(76.332486 9.956297),Silverline Hospital  K P Vallon Road  Kadavanthra  Kochi  Ernakulam
489,Upasana Road,Upasana Road  P.P Road   Pala,Kottayam,ANTIGEN,POINT(76.681381 9.717969),Upasana Road  P.P Road   Pala  Kottayam
489,Upasana Road,Upasana Road  P.P Road   Pala,Kottayam,ANTIGEN,POINT(76.681381 9.717969),Upasana Road  P.P Road   Pala  Kottayam
490,Sagara Hospital,Sagara Hospital  Punnapra  Alappuzha,Alappuzha,ANTIGEN,POINT(76.330998 9.461814),Sagara Hospital  Punnapra  Alappuzha  Alappuzha
490,Sagara Hospital,Sagara Hospital  Punnapra  Alappuzha,Alappuzha,ANTIGEN,POINT(76.330998 9.461814),Sagara Hospital  Punnapra  Alappuzha  Alappuzha
491,Indian Medical Laboratory,Indian Medical Laboratory  Near Govt Hospital  Thalassery P O  Kannur,Kannur,ANTIGEN,POINT(75.55339 11.984234),Indian Medical Laboratory  Near Govt Hospital  Thalassery P O  Kannur  Kannur
491,Indian Medical Laboratory,Indian Medical Laboratory  Near Govt Hospital  Thalassery P O  Kannur,Kannur,ANTIGEN,POINT(75.55339 11.984234),Indian Medical Laboratory  Near Govt Hospital  Thalassery P O  Kannur  Kannur
492,Craft Hospital,Craft Hospital  Pattambi Road Perinthalmanna  Malappuram,Malappuram,ANTIGEN,POINT(76.220719 10.97058),Craft Hospital  Pattambi Road Perinthalmanna  Malappuram  Malappuram
492,Craft Hospital,Craft Hospital  Pattambi Road Perinthalmanna  Malappuram,Malappuram,ANTIGEN,POINT(76.220719 10.97058),Craft Hospital  Pattambi Road Perinthalmanna  Malappuram  Malappuram
493,Panakode unity Medicare,Panakode unity Medicare  Karadi  Thamarassery   Calicut,Kozhikode,ANTIGEN,POINT(75.834387 11.479802),Panakode unity Medicare  Karadi  Thamarassery   Calicut  Kozhikode
493,Panakode unity Medicare,Panakode unity Medicare  Karadi  Thamarassery   Calicut,Kozhikode,ANTIGEN,POINT(75.834387 11.479802),Panakode unity Medicare  Karadi  Thamarassery   Calicut  Kozhikode
494,Trinity Eye Hospital,Trinity Eye Hospital  Manali Junction  Calicut Bypass Road  Palakkad,Palakkad,ANTIGEN,POINT(76.543439 10.646758),Trinity Eye Hospital  Manali Junction  Calicut Bypass Road  Palakkad  Palakkad
494,Trinity Eye Hospital,Trinity Eye Hospital  Manali Junction  Calicut Bypass Road  Palakkad,Palakkad,ANTIGEN,POINT(76.543439 10.646758),Trinity Eye Hospital  Manali Junction  Calicut Bypass Road  Palakkad  Palakkad
495,MANJERI CLINICAL LABORATORY & IDEAL X-RAYS,MANJERI CLINICAL LABORATORY & IDEAL X-RAYS  Manjeri  Malappuram,Malappuram,ANTIGEN,POINT(80.610536 16.447309),MANJERI CLINICAL LABORATORY & IDEAL X-RAYS  Manjeri  Malappuram  Malappuram
495,MANJERI CLINICAL LABORATORY & IDEAL X-RAYS,MANJERI CLINICAL LABORATORY & IDEAL X-RAYS  Manjeri  Malappuram,Malappuram,ANTIGEN,POINT(80.610536 16.447309),MANJERI CLINICAL LABORATORY & IDEAL X-RAYS  Manjeri  Malappuram  Malappuram
496,NUCLEUS HEALTH CARE,NUCLEUS HEALTH CARE  NADAPURAM(P.O  KOZHIKODE,Kozhikode,ANTIGEN,POINT(75.805073 11.278596),NUCLEUS HEALTH CARE  NADAPURAM(P.O  KOZHIKODE  Kozhikode
496,NUCLEUS HEALTH CARE,NUCLEUS HEALTH CARE  NADAPURAM(P.O  KOZHIKODE,Kozhikode,ANTIGEN,POINT(75.805073 11.278596),NUCLEUS HEALTH CARE  NADAPURAM(P.O  KOZHIKODE  Kozhikode
497,TSC Hospital Private Limited,TSC Hospital Private Limited  NH Bypass  Kulathoor Near UST Global & Infosys  Thiruvananthapuram,Kollam,ANTIGEN,POINT( 76.8785250 8.5399333 ),TSC Hospital Private Limited  NH Bypass  Kulathoor Near UST Global & Infosys  Thiruvananthapuram
498,Mukunda Hospital,Mukunda Hospital   668/17  Payannur  Kannur,Kannur,ANTIGEN,POINT(75.358829 11.862946),Mukunda Hospital   668/17  Payannur  Kannur  Kannur
498,Mukunda Hospital,Mukunda Hospital   668/17  Payannur  Kannur,Kannur,ANTIGEN,POINT(75.358829 11.862946),Mukunda Hospital   668/17  Payannur  Kannur  Kannur
499,VATHIYAYATH HOSPITAL,VATHIYAYATH HOSPITAL  P.P ROAD  PERUMBAVOOR  ERNAKULAM,Ernakulam,ANTIGEN,POINT(76.435989 10.173644),VATHIYAYATH HOSPITAL  P.P ROAD  PERUMBAVOOR  ERNAKULAM  Ernakulam
499,VATHIYAYATH HOSPITAL,VATHIYAYATH HOSPITAL  P.P ROAD  PERUMBAVOOR  ERNAKULAM,Ernakulam,ANTIGEN,POINT(76.435989 10.173644),VATHIYAYATH HOSPITAL  P.P ROAD  PERUMBAVOOR  ERNAKULAM  Ernakulam
500,THE LAB,THE LAB  narath  Kannur  Kerala,Kannur,ANTIGEN,POINT(75.3984966695524 11.96903445),THE LAB  narath  Kannur  Kerala  Kannur
500,THE LAB,THE LAB  narath  Kannur  Kerala,Kannur,ANTIGEN,POINT(75.3984966695524 11.96903445),THE LAB  narath  Kannur  Kerala  Kannur
501,Kristu Jayanti Hospital,Kristu Jayanti Hospital Perumpilly Njarakkal P.O  Ernakulam,Ernakulam,ANTIGEN,POINT(76.526625 9.854811),Kristu Jayanti Hospital Perumpilly Njarakkal P.O  Ernakulam  Ernakulam
501,Kristu Jayanti Hospital,Kristu Jayanti Hospital Perumpilly Njarakkal P.O  Ernakulam,Ernakulam,ANTIGEN,POINT(76.526625 9.854811),Kristu Jayanti Hospital Perumpilly Njarakkal P.O  Ernakulam  Ernakulam
502,ATLAS Diagnostics & Imaging Centre(A Unit of Paramountcy Research & Diagnostics PVT Ltd,ATLAS Diagnostics & Imaging Centre(A Unit of Paramountcy Research & Diagnostics PVT Ltd  Venus Junction  Kottarakkara,Thiruvananthapuram,ANTIGEN,POINT( 76.7767111 9.0058833 ),ATLAS Diagnostics & Imaging Centre(A Unit of Paramountcy Research & Diagnostics PVT Ltd  Venus Junction  Kottarakkara
503,Sudharma Specialty Laboratory,Sudharma Specialty Laboratory  Varikkodan Arcade  Melattur  Malappuram,Malappuram,ANTIGEN,POINT(76.119871 11.120642),Sudharma Specialty Laboratory  Varikkodan Arcade  Melattur  Malappuram  Malappuram
503,Sudharma Specialty Laboratory,Sudharma Specialty Laboratory  Varikkodan Arcade  Melattur  Malappuram,Malappuram,ANTIGEN,POINT(76.119871 11.120642),Sudharma Specialty Laboratory  Varikkodan Arcade  Melattur  Malappuram  Malappuram
504,Biocore Community Laboratory,Biocore Community Laboratory  Pampuram  Opp. Govt Medical College  Parippally,Kollam,ANTIGEN,POINT( 76.7502222 8.8114944 ),Biocore Community Laboratory  Pampuram  Opp. Govt Medical College  Parippally
505,Karuna Medical College,Karuna Medical College  Vilayodi  Chittur  Palakkad,Palakkad,ANTIGEN,POINT(76.775695 10.678847),Karuna Medical College  Vilayodi  Chittur  Palakkad  Palakkad
505,Karuna Medical College,Karuna Medical College  Vilayodi  Chittur  Palakkad,Palakkad,ANTIGEN,POINT(76.775695 10.678847),Karuna Medical College  Vilayodi  Chittur  Palakkad  Palakkad
506,Esaf Hospital and Research Center,Esaf Hospital and Research Center  NH 213  Thachambara  Palakkad,Palakkad,ANTIGEN,POINT(76.654783 10.774862),Esaf Hospital and Research Center  NH 213  Thachambara  Palakkad  Palakkad
506,Esaf Hospital and Research Center,Esaf Hospital and Research Center  NH 213  Thachambara  Palakkad,Palakkad,ANTIGEN,POINT(76.654783 10.774862),Esaf Hospital and Research Center  NH 213  Thachambara  Palakkad  Palakkad
507,Palace Hospital Pvt Ltd,Palace Hospital Pvt Ltd  Asramam Road  Potta  Chalakkudy,Thrissur,ANTIGEN,POINT(76.203456 10.210703),Palace Hospital Pvt Ltd  Asramam Road  Potta  Chalakkudy  Thrissur
507,Palace Hospital Pvt Ltd,Palace Hospital Pvt Ltd  Asramam Road  Potta  Chalakkudy,Thrissur,ANTIGEN,POINT(76.203456 10.210703),Palace Hospital Pvt Ltd  Asramam Road  Potta  Chalakkudy  Thrissur
508,Royal Diagnostic Center,Royal Diagnostic Center   Govt. Hospital Road  Changanassery,Kottayam,ANTIGEN,POINT(76.532993 9.451122),Royal Diagnostic Center   Govt. Hospital Road  Changanassery  Kottayam
508,Royal Diagnostic Center,Royal Diagnostic Center   Govt. Hospital Road  Changanassery,Kottayam,ANTIGEN,POINT(76.532993 9.451122),Royal Diagnostic Center   Govt. Hospital Road  Changanassery  Kottayam
509,Medical Diagnostic Service TC 72/1219,Medical Diagnostic Service TC 72/1219  Mediplaza  Near UAE Consulate  Manacaud,Thiruvananthapuram,ANTIGEN,POINT(76.957012 8.488482),Medical Diagnostic Service TC 72/1219  Mediplaza  Near UAE Consulate  Manacaud  Thiruvananthapuram
509,Medical Diagnostic Service TC 72/1219,Medical Diagnostic Service TC 72/1219  Mediplaza  Near UAE Consulate  Manacaud,Thiruvananthapuram,ANTIGEN,POINT(76.957012 8.488482),Medical Diagnostic Service TC 72/1219  Mediplaza  Near UAE Consulate  Manacaud  Thiruvananthapuram
510,Metro Scans,Metro Scans Fairooza Building  Govt Taluk Hospital Junction   Nedumangad,Kollam,ANTIGEN,POINT( 76.9575639 8.4889444 ),Metro Scans Fairooza Building  Govt Taluk Hospital Junction   Nedumangad
511,Metro Scans,Metro Scans  Kailas Arcad District Hospital Road  Chamakkada  Kollam,Kollam,ANTIGEN,POINT(76.600777 8.895683),Metro Scans  Kailas Arcad District Hospital Road  Chamakkada  Kollam  Kollam
511,Metro Scans,Metro Scans  Kailas Arcad District Hospital Road  Chamakkada  Kollam,Kollam,ANTIGEN,POINT(76.600777 8.895683),Metro Scans  Kailas Arcad District Hospital Road  Chamakkada  Kollam  Kollam
513,Metro scans,Metro scans  Bhavani Trade Centre. High School Junction  Karunagappally,Kollam,ANTIGEN,POINT(76.914402 8.960836),Metro scans  Bhavani Trade Centre. High School Junction  Karunagappally  Kollam
